2023-06-15 05:53:29,138 INFO    StreamThr :13592 [internal.py:wandb_internal():86] W&B internal server running at pid: 13592, started at: 2023-06-15 05:53:29.138426
2023-06-15 05:53:29,148 DEBUG   HandlerThread:13592 [handler.py:handle_request():144] handle_request: status
2023-06-15 05:53:29,152 INFO    WriterThread:13592 [datastore.py:open_for_write():85] open: C:\Users\Emil WC\Bachelor\RL-SC2-bot\wandb\run-20230615_055329-nxdsmigw\run-nxdsmigw.wandb
2023-06-15 05:53:29,152 DEBUG   SenderThread:13592 [sender.py:send():375] send: header
2023-06-15 05:53:29,218 DEBUG   SenderThread:13592 [sender.py:send():375] send: run
2023-06-15 05:53:29,959 INFO    SenderThread:13592 [dir_watcher.py:__init__():219] watching files in: C:\Users\Emil WC\Bachelor\RL-SC2-bot\wandb\run-20230615_055329-nxdsmigw\files
2023-06-15 05:53:29,959 INFO    SenderThread:13592 [sender.py:_start_run_threads():1124] run started: nxdsmigw with start time 1686801209.148366
2023-06-15 05:53:29,959 DEBUG   SenderThread:13592 [sender.py:send_request():402] send_request: summary_record
2023-06-15 05:53:29,959 INFO    SenderThread:13592 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-06-15 05:53:29,959 DEBUG   HandlerThread:13592 [handler.py:handle_request():144] handle_request: check_version
2023-06-15 05:53:29,959 DEBUG   SenderThread:13592 [sender.py:send_request():402] send_request: check_version
2023-06-15 05:53:30,233 DEBUG   HandlerThread:13592 [handler.py:handle_request():144] handle_request: run_start
2023-06-15 05:53:30,249 DEBUG   HandlerThread:13592 [system_info.py:__init__():31] System info init
2023-06-15 05:53:30,249 DEBUG   HandlerThread:13592 [system_info.py:__init__():46] System info init done
2023-06-15 05:53:30,249 INFO    HandlerThread:13592 [system_monitor.py:start():181] Starting system monitor
2023-06-15 05:53:30,249 INFO    SystemMonitor:13592 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-06-15 05:53:30,249 INFO    HandlerThread:13592 [system_monitor.py:probe():201] Collecting system info
2023-06-15 05:53:30,249 INFO    SystemMonitor:13592 [interfaces.py:start():190] Started cpu monitoring
2023-06-15 05:53:30,249 INFO    SystemMonitor:13592 [interfaces.py:start():190] Started disk monitoring
2023-06-15 05:53:30,249 INFO    SystemMonitor:13592 [interfaces.py:start():190] Started gpu monitoring
2023-06-15 05:53:30,265 DEBUG   HandlerThread:13592 [system_info.py:probe():195] Probing system
2023-06-15 05:53:30,265 INFO    SystemMonitor:13592 [interfaces.py:start():190] Started memory monitoring
2023-06-15 05:53:30,280 INFO    SystemMonitor:13592 [interfaces.py:start():190] Started network monitoring
2023-06-15 05:53:30,280 DEBUG   HandlerThread:13592 [system_info.py:_probe_git():180] Probing git
2023-06-15 05:53:30,367 DEBUG   HandlerThread:13592 [system_info.py:_probe_git():188] Probing git done
2023-06-15 05:53:30,367 DEBUG   HandlerThread:13592 [system_info.py:probe():240] Probing system done
