2023-06-07 23:09:34,229 INFO    StreamThr :32400 [internal.py:wandb_internal():86] W&B internal server running at pid: 32400, started at: 2023-06-07 23:09:34.229516
2023-06-07 23:09:34,230 DEBUG   HandlerThread:32400 [handler.py:handle_request():144] handle_request: status
2023-06-07 23:09:34,233 INFO    WriterThread:32400 [datastore.py:open_for_write():85] open: C:\Users\Emil WC\Bachelor\RL-SC2-bot\wandb\run-20230607_230934-y76r5yi6\run-y76r5yi6.wandb
2023-06-07 23:09:34,234 DEBUG   SenderThread:32400 [sender.py:send():375] send: header
2023-06-07 23:09:34,264 DEBUG   SenderThread:32400 [sender.py:send():375] send: run
2023-06-07 23:09:34,886 DEBUG   HandlerThread:32400 [handler.py:handle_request():144] handle_request: check_version
2023-06-07 23:09:34,888 INFO    SenderThread:32400 [dir_watcher.py:__init__():219] watching files in: C:\Users\Emil WC\Bachelor\RL-SC2-bot\wandb\run-20230607_230934-y76r5yi6\files
2023-06-07 23:09:34,888 INFO    SenderThread:32400 [sender.py:_start_run_threads():1124] run started: y76r5yi6 with start time 1686172174.230512
2023-06-07 23:09:34,888 DEBUG   SenderThread:32400 [sender.py:send_request():402] send_request: summary_record
2023-06-07 23:09:34,888 INFO    SenderThread:32400 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-06-07 23:09:34,889 DEBUG   SenderThread:32400 [sender.py:send_request():402] send_request: check_version
2023-06-07 23:09:35,264 DEBUG   HandlerThread:32400 [handler.py:handle_request():144] handle_request: run_start
2023-06-07 23:09:35,281 DEBUG   HandlerThread:32400 [system_info.py:__init__():31] System info init
2023-06-07 23:09:35,281 DEBUG   HandlerThread:32400 [system_info.py:__init__():46] System info init done
2023-06-07 23:09:35,282 INFO    HandlerThread:32400 [system_monitor.py:start():181] Starting system monitor
2023-06-07 23:09:35,282 INFO    SystemMonitor:32400 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-06-07 23:09:35,282 INFO    HandlerThread:32400 [system_monitor.py:probe():201] Collecting system info
2023-06-07 23:09:35,287 INFO    SystemMonitor:32400 [interfaces.py:start():190] Started cpu monitoring
2023-06-07 23:09:35,288 INFO    SystemMonitor:32400 [interfaces.py:start():190] Started disk monitoring
2023-06-07 23:09:35,288 INFO    SystemMonitor:32400 [interfaces.py:start():190] Started gpu monitoring
2023-06-07 23:09:35,298 INFO    SystemMonitor:32400 [interfaces.py:start():190] Started memory monitoring
2023-06-07 23:09:35,308 INFO    SystemMonitor:32400 [interfaces.py:start():190] Started network monitoring
2023-06-07 23:09:35,313 DEBUG   HandlerThread:32400 [system_info.py:probe():195] Probing system
2023-06-07 23:09:35,314 DEBUG   HandlerThread:32400 [system_info.py:_probe_git():180] Probing git
2023-06-07 23:09:35,372 DEBUG   HandlerThread:32400 [system_info.py:_probe_git():188] Probing git done
2023-06-07 23:09:35,372 DEBUG   HandlerThread:32400 [system_info.py:probe():240] Probing system done
2023-06-07 23:09:35,372 DEBUG   HandlerThread:32400 [system_monitor.py:probe():210] {'os': 'Windows-10-10.0.22621-SP0', 'python': '3.10.10', 'heartbeatAt': '2023-06-07T21:09:35.313455', 'startedAt': '2023-06-07T21:09:34.219571', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'c:\\Users\\Emil WC\\Bachelor\\RL-SC2-bot\\QueueEnv.py', 'codePath': 'QueueEnv.py', 'git': {'remote': 'https://github.com/AlienLime/RL-SC2-bot.git', 'commit': '68f1d71fb1ddf7b92475e097b2d93e4d9682a86a'}, 'email': 'emil@np12.dk', 'root': 'C:/Users/Emil WC/Bachelor/RL-SC2-bot', 'host': 'DESKTOP-C36C3C6', 'username': 'Emil WC', 'executable': 'C:\\Users\\Emil WC\\AppData\\Local\\Programs\\Python\\Python310\\python.exe', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2904.0, 'min': 0.0, 'max': 2904.0}, 'cpu_freq_per_core': [{'current': 2904.0, 'min': 0.0, 'max': 2904.0}], 'disk': {'total': 930.5849571228027, 'used': 669.8584442138672}, 'gpu': 'NVIDIA GeForce GTX 1660 SUPER', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX 1660 SUPER', 'memory_total': 6442450944}], 'memory': {'total': 15.856761932373047}}
2023-06-07 23:09:35,372 INFO    HandlerThread:32400 [system_monitor.py:probe():211] Finished collecting system info
2023-06-07 23:09:35,372 INFO    HandlerThread:32400 [system_monitor.py:probe():214] Publishing system info
2023-06-07 23:09:35,372 DEBUG   HandlerThread:32400 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-06-07 23:09:35,373 DEBUG   HandlerThread:32400 [system_info.py:_save_pip():67] Saving pip packages done
2023-06-07 23:09:35,374 INFO    HandlerThread:32400 [system_monitor.py:probe():216] Finished publishing system info
2023-06-07 23:09:35,380 DEBUG   SenderThread:32400 [sender.py:send():375] send: files
2023-06-07 23:09:35,380 INFO    SenderThread:32400 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-06-07 23:09:35,385 DEBUG   HandlerThread:32400 [handler.py:handle_request():144] handle_request: stop_status
2023-06-07 23:09:35,385 DEBUG   SenderThread:32400 [sender.py:send_request():402] send_request: stop_status
2023-06-07 23:09:35,757 DEBUG   SenderThread:32400 [sender.py:send():375] send: telemetry
2023-06-07 23:09:35,889 INFO    Thread-16 :32400 [dir_watcher.py:_on_file_created():278] file/dir created: C:\Users\Emil WC\Bachelor\RL-SC2-bot\wandb\run-20230607_230934-y76r5yi6\files\wandb-summary.json
2023-06-07 23:09:35,889 INFO    Thread-16 :32400 [dir_watcher.py:_on_file_created():278] file/dir created: C:\Users\Emil WC\Bachelor\RL-SC2-bot\wandb\run-20230607_230934-y76r5yi6\files\requirements.txt
2023-06-07 23:09:35,889 INFO    Thread-16 :32400 [dir_watcher.py:_on_file_created():278] file/dir created: C:\Users\Emil WC\Bachelor\RL-SC2-bot\wandb\run-20230607_230934-y76r5yi6\files\wandb-metadata.json
2023-06-07 23:09:36,466 INFO    wandb-upload_0:32400 [upload_job.py:push():137] Uploaded file C:\Users\EMILWC~1\AppData\Local\Temp\tmp0vym44mbwandb\d57tzoxi-wandb-metadata.json
2023-06-07 23:09:37,916 INFO    Thread-16 :32400 [dir_watcher.py:_on_file_created():278] file/dir created: C:\Users\Emil WC\Bachelor\RL-SC2-bot\wandb\run-20230607_230934-y76r5yi6\files\output.log
2023-06-07 23:09:39,780 DEBUG   HandlerThread:32400 [handler.py:handle_request():144] handle_request: status_report
2023-06-07 23:09:39,933 INFO    Thread-16 :32400 [dir_watcher.py:_on_file_modified():295] file/dir modified: C:\Users\Emil WC\Bachelor\RL-SC2-bot\wandb\run-20230607_230934-y76r5yi6\files\output.log
2023-06-07 23:09:44,926 DEBUG   HandlerThread:32400 [handler.py:handle_request():144] handle_request: status_report
2023-06-07 23:09:45,975 INFO    Thread-16 :32400 [dir_watcher.py:_on_file_modified():295] file/dir modified: C:\Users\Emil WC\Bachelor\RL-SC2-bot\wandb\run-20230607_230934-y76r5yi6\files\output.log
2023-06-07 23:09:50,003 INFO    Thread-16 :32400 [dir_watcher.py:_on_file_modified():295] file/dir modified: C:\Users\Emil WC\Bachelor\RL-SC2-bot\wandb\run-20230607_230934-y76r5yi6\files\output.log
2023-06-07 23:09:50,392 DEBUG   HandlerThread:32400 [handler.py:handle_request():144] handle_request: stop_status
2023-06-07 23:09:50,393 DEBUG   SenderThread:32400 [sender.py:send_request():402] send_request: stop_status
2023-06-07 23:09:50,394 DEBUG   HandlerThread:32400 [handler.py:handle_request():144] handle_request: status_report
2023-06-07 23:09:55,961 DEBUG   HandlerThread:32400 [handler.py:handle_request():144] handle_request: status_report
2023-06-07 23:09:56,037 INFO    Thread-16 :32400 [dir_watcher.py:_on_file_modified():295] file/dir modified: C:\Users\Emil WC\Bachelor\RL-SC2-bot\wandb\run-20230607_230934-y76r5yi6\files\output.log
2023-06-07 23:10:00,072 INFO    Thread-16 :32400 [dir_watcher.py:_on_file_modified():295] file/dir modified: C:\Users\Emil WC\Bachelor\RL-SC2-bot\wandb\run-20230607_230934-y76r5yi6\files\output.log
2023-06-07 23:10:01,366 DEBUG   HandlerThread:32400 [handler.py:handle_request():144] handle_request: status_report
2023-06-07 23:10:02,099 INFO    Thread-16 :32400 [dir_watcher.py:_on_file_modified():295] file/dir modified: C:\Users\Emil WC\Bachelor\RL-SC2-bot\wandb\run-20230607_230934-y76r5yi6\files\output.log
2023-06-07 23:10:05,401 DEBUG   HandlerThread:32400 [handler.py:handle_request():144] handle_request: stop_status
2023-06-07 23:10:05,401 DEBUG   SenderThread:32400 [sender.py:send_request():402] send_request: stop_status
2023-06-07 23:10:06,149 INFO    Thread-16 :32400 [dir_watcher.py:_on_file_modified():295] file/dir modified: C:\Users\Emil WC\Bachelor\RL-SC2-bot\wandb\run-20230607_230934-y76r5yi6\files\output.log
2023-06-07 23:10:07,205 DEBUG   HandlerThread:32400 [handler.py:handle_request():144] handle_request: status_report
2023-06-07 23:10:08,170 INFO    Thread-16 :32400 [dir_watcher.py:_on_file_modified():295] file/dir modified: C:\Users\Emil WC\Bachelor\RL-SC2-bot\wandb\run-20230607_230934-y76r5yi6\files\output.log
2023-06-07 23:10:08,170 INFO    Thread-16 :32400 [dir_watcher.py:_on_file_modified():295] file/dir modified: C:\Users\Emil WC\Bachelor\RL-SC2-bot\wandb\run-20230607_230934-y76r5yi6\files\config.yaml
2023-06-07 23:10:12,218 INFO    Thread-16 :32400 [dir_watcher.py:_on_file_modified():295] file/dir modified: C:\Users\Emil WC\Bachelor\RL-SC2-bot\wandb\run-20230607_230934-y76r5yi6\files\output.log
2023-06-07 23:10:12,499 DEBUG   HandlerThread:32400 [handler.py:handle_request():144] handle_request: status_report
2023-06-07 23:10:18,062 DEBUG   HandlerThread:32400 [handler.py:handle_request():144] handle_request: status_report
2023-06-07 23:10:18,261 INFO    Thread-16 :32400 [dir_watcher.py:_on_file_modified():295] file/dir modified: C:\Users\Emil WC\Bachelor\RL-SC2-bot\wandb\run-20230607_230934-y76r5yi6\files\output.log
2023-06-07 23:10:20,403 DEBUG   HandlerThread:32400 [handler.py:handle_request():144] handle_request: stop_status
2023-06-07 23:10:20,403 DEBUG   SenderThread:32400 [sender.py:send_request():402] send_request: stop_status
2023-06-07 23:10:22,303 INFO    Thread-16 :32400 [dir_watcher.py:_on_file_modified():295] file/dir modified: C:\Users\Emil WC\Bachelor\RL-SC2-bot\wandb\run-20230607_230934-y76r5yi6\files\output.log
2023-06-07 23:10:23,982 DEBUG   HandlerThread:32400 [handler.py:handle_request():144] handle_request: status_report
2023-06-07 23:10:29,023 DEBUG   HandlerThread:32400 [handler.py:handle_request():144] handle_request: status_report
2023-06-07 23:10:34,077 DEBUG   HandlerThread:32400 [handler.py:handle_request():144] handle_request: status_report
2023-06-07 23:10:35,319 DEBUG   SystemMonitor:32400 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2023-06-07 23:10:35,320 DEBUG   SenderThread:32400 [sender.py:send():375] send: stats
2023-06-07 23:10:35,413 DEBUG   HandlerThread:32400 [handler.py:handle_request():144] handle_request: stop_status
2023-06-07 23:10:35,414 DEBUG   SenderThread:32400 [sender.py:send_request():402] send_request: stop_status
2023-06-07 23:10:36,444 INFO    Thread-16 :32400 [dir_watcher.py:_on_file_modified():295] file/dir modified: C:\Users\Emil WC\Bachelor\RL-SC2-bot\wandb\run-20230607_230934-y76r5yi6\files\output.log
2023-06-07 23:10:39,188 DEBUG   HandlerThread:32400 [handler.py:handle_request():144] handle_request: status_report
2023-06-07 23:10:40,491 INFO    Thread-16 :32400 [dir_watcher.py:_on_file_modified():295] file/dir modified: C:\Users\Emil WC\Bachelor\RL-SC2-bot\wandb\run-20230607_230934-y76r5yi6\files\output.log
2023-06-07 23:10:42,515 INFO    Thread-16 :32400 [dir_watcher.py:_on_file_modified():295] file/dir modified: C:\Users\Emil WC\Bachelor\RL-SC2-bot\wandb\run-20230607_230934-y76r5yi6\files\output.log
2023-06-07 23:10:44,250 DEBUG   HandlerThread:32400 [handler.py:handle_request():144] handle_request: status_report
2023-06-07 23:10:44,539 INFO    Thread-16 :32400 [dir_watcher.py:_on_file_modified():295] file/dir modified: C:\Users\Emil WC\Bachelor\RL-SC2-bot\wandb\run-20230607_230934-y76r5yi6\files\output.log
2023-06-07 23:10:46,564 INFO    Thread-16 :32400 [dir_watcher.py:_on_file_modified():295] file/dir modified: C:\Users\Emil WC\Bachelor\RL-SC2-bot\wandb\run-20230607_230934-y76r5yi6\files\output.log
2023-06-07 23:10:48,579 INFO    Thread-16 :32400 [dir_watcher.py:_on_file_modified():295] file/dir modified: C:\Users\Emil WC\Bachelor\RL-SC2-bot\wandb\run-20230607_230934-y76r5yi6\files\output.log
2023-06-07 23:10:50,042 DEBUG   HandlerThread:32400 [handler.py:handle_request():144] handle_request: status_report
2023-06-07 23:10:50,414 DEBUG   HandlerThread:32400 [handler.py:handle_request():144] handle_request: stop_status
2023-06-07 23:10:50,415 DEBUG   SenderThread:32400 [sender.py:send_request():402] send_request: stop_status
2023-06-07 23:10:52,605 INFO    Thread-16 :32400 [dir_watcher.py:_on_file_modified():295] file/dir modified: C:\Users\Emil WC\Bachelor\RL-SC2-bot\wandb\run-20230607_230934-y76r5yi6\files\output.log
2023-06-07 23:10:55,672 DEBUG   HandlerThread:32400 [handler.py:handle_request():144] handle_request: status_report
